title,thumbnail,description,publishedAt,tags
"XMLRPC npm Library Turns Malicious, Steals Data, Deploys Crypto Miner",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgazBLQRVDnI_M15Ojsym2zwzxW84l7OUzCX2Xxs1un10J_YMIq7ei7etcSZ9cyu9Mle78BUSf0k9bmTHZo6QOrEmZA9UOUeGvWHyvourzTZ-4c4wNxmesiszozQP5782Tcwl5SHRzwxtyZ5-zduSlUMzcBOiwe47sM8jHf7biLwUV9V8SIQUV_DCzv0_vs/s728-rw-e365/pipy.png,Cybersecurity researchers have discovered a software supply chain attack that has remained active for over a year on the npm package registry by starting off as an innocuous library and later adding malicious code to steal sensitive data and mine cryptocurren…,2024-11-28T10:48:00Z,"['Cyber', 'Ren', 'ARC']"
Marktbericht: Anleger werden bei DAX und Bitcoin mutiger,https://images.tagesschau.de/image/f9b130e2-36b7-485a-8739-09357da74f54/AAABjvXy1Gg/AAABkZLhkrw/16x9-1280/bitcoin-192.jpg,"Im DAX dürften die Anleger zum Wochenschluss bei Aktien erneut zugreifen. Spannend bleibt, ob Bitcoin noch vor dem Wochenende die 100.000-Dollar-Marke knackt.",2024-11-22T06:41:17Z,"['Bitcoin', 'Ark']"
KI macht auch vor Musikdiensten nicht Halt,https://stadt-bremerhaven.de/wp-content/uploads/2024/11/baer-ki.jpg,"Erst staunten viele Nutzer über die Fähigkeiten von KI beim Text. Schaut man sich in den Medien um, dann findet man sie schon recht häufig vor, echte Redakteure können so eingespart werden. Auch Bild und Ton sind mittlerweile kein Thema...Zum Beitrag: KI mach…",2024-12-01T10:00:01Z,[]
Now you can buy crypto from Coinbase using Apple Pay,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/6d8cd8f40a36bfe886183241a8330cd8.jpg","New features will allow users to buy cryptocurrencies like Bitcoin, Ether Dogecoin, and others on the crypto exchange using Apple Pay",2024-12-02T18:58:00Z,"['Bitcoin', 'Dogecoin', 'Ren']"
How to invest in Bitcoin and crypto — without actually buying it,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/c020600766228d9cc13b8f52d334b889.jpg","Bitcoin has surged to a new high of $94,000, bringing the long-anticipated milestone of $100,000 tantalizingly within reach. This significant price jump, following Trump’s election victory, has reignited enthusiasm among investors who had previously been hesi…",2024-11-25T10:00:00Z,"['Bitcoin', 'MON']"
Justin Sun’s journey from buying a $6.2 million banana to Trump’s blockchain project,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/fbb95e0629a5ca96dff9983b904d2562.jpg","First came the $4.57 million lunch with Warren Buffett. Then the self-appointed role as prime minister of a micro-nation. Now, blockchain baron Justin Sun has found his next conversation piece: a $6.2 million banana secured to a wall with duct tape, paired wi…",2024-11-27T16:55:00Z,"['JUST', 'Ren']"
Dogecoin is a joke. Let's talk about the cryptocurrency's rally — fueled by Elon Musk and Donald Trump,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/7ea4d03b85b43bcdce4ae64989512e97.jpg","It's not the first time that Musk, who styles himself ""the Dogefather,"" has fueled interest in dogecoin",2024-11-26T15:50:00Z,"['Dogecoin', 'Ren']"
"Bitcoin falls back below $93,000 as the crypto market's Trump rally goes backwards","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/8c49c85b93aa4a32d3bf9fa96ba240a9.jpg","Bitcoin’s price fell back below $93,000 as the leading cryptocurrency reversed course on some recent gains following Donald Trump’s election win.Read more...",2024-11-26T12:56:00Z,"['Bitcoin', 'Ark', 'Ren']"
Dow futures jump 300 points and the dollar falls after Trump picks Scott Bessent as Treasury Secretary,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/0595b3633e12758b8e4006e8049a91a6.jpg",The Dow climbed and the dollar weakened early Monday following the news that President-elect Donald Trump has tapped Wall Street’s Scott Bessent to be his next Treasury Secretary.Read more...,2024-11-25T12:45:56Z,"['Secret', 'Dent', 'MON']"
A crypto guru spent $6.2 million on a banana taped to a wall,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/8442bcebdb9061292f6229ecaceb385c.jpg","Contemporary artist Maurizio Cattelan’s “Comedian” – a banana duct-taped to the wall, exactly 160 centimeters from the floor – sold for $6.2 million at a Sotheby’s auction this week, in the latest iteration of a saga that first captured the art world in 2019.…",2024-11-21T17:27:00Z,"['Saga', 'Comedian', 'DIA']"
"Stock market risks, Bitcoin breaks through, and Trump Media's crypto play: Markets news roundup","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/f6e9b72bf26b28afb4ce13590c412205.jpg","Mortgage rates are back up to almost 7% in a reversal of some of the declines in recent months, pointing to growing concerns about future inflation.Read more...",2024-11-23T14:00:00Z,"['Bitcoin', 'Ark', 'DIA', 'MON']"
Trump Media in advanced talks to buy cryptocurrency trading platform,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/95c1d1caa7177cc8933dd1ea5dc1ad83.jpg","President-elect Donald Trump’s social media company is reportedly in advanced negotiations to acquire the cryptocurrency trading platform Bakkt, according to a report by the Financial Times on Monday late afternoon. The publication cited two individuals famil…",2024-11-18T21:55:00Z,"['ORDI', 'Dent', 'DIA', 'Ren', 'MON']"
You can make crypto cash without actually buying or selling it. Here's how,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/21216b4e9d998690a33858235e380fae.jpg","Cryptocurrency investment has become an increasingly popular avenue for generating income and building long-term financial security. However, earning through cryptocurrencies doesn’t always require active buying and selling. In fact, there are several indirec…",2024-11-21T10:00:00Z,['Ren']
Trump's Commerce secretary pick is getting closer to a crypto firm being investigated by the feds,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/30b99d413f10cb3a5ea327200fc03159.jpg","President-elect Donald Trump’s pick to lead the Commerce Department is moving to deepen the ties between his company and the firm behind the world’s largest stablecoin, Tether. Read more...",2024-11-25T15:34:18Z,"['Secret', 'Dent']"
"Bitcoin smashes $98,000 mark—$100K now within easy reach","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/e96a8b3918300743a1715a0b754327ec.jpg","Bitcoin’s rally shows no signs of slowing, with the leading cryptocurrency surging past the $98,000 mark to hit a new all-time high. According to data from the crypto tracking platform CoinGecko, Bitcoin reached $98,310 on Thursday, setting a historic milesto…",2024-11-21T14:40:00Z,"['Bitcoin', 'ORDI', 'Ark', 'Ren', 'Kin']"
Trump picks investment executive Scott Bessent for Treasury Secretary,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/89b88119ae2f22e59609d82c5db3409c.jpg","President-elect Donald Trump has tapped former Soros Fund Management chief investment officer Scott Bessent as his next Treasury Secretary, according to multiple reports.Read more...",2024-11-22T23:53:46Z,"['ORDI', 'Secret', 'Dent']"
"Bitcoin, Ether, XRP, and others: Cryptocurrencies to watch this week","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2bed3eab851981fc5adbf784bb2f5d75.jpg","This week, all eyes are on two major events: the highly anticipated Black Friday sales and Bitcoin’s potential breakthrough to the $100,000 milestone. The leading cryptocurrency is hovering tantalizingly close to the six-figure mark, sparking widespread specu…",2024-11-25T14:45:00Z,"['Bitcoin', 'XRP', 'Ark', 'Ren', 'Kin', 'SIX']"
"Bitcoin breaks through $94,000 for the first time — and it's getting less volatile","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/27b706844dd1ff79c204dd18243ba840.jpg","Bitcoin passed $94,000 for the first time, following reports that President-elect Donald Trump’s media company could be close to buying a cryptocurrency trading platform.Read more...",2024-11-20T14:14:34Z,"['Bitcoin', 'Dent', 'DIA', 'Ren']"
The most expensive paintings ever sold,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b133e72c074ef466dd18affdd0eea1cb.jpg","Despite some concerns of a flagging market, November’s art week had a relatively strong start – with several marquee pieces selling for above their estimated values.Read more...",2024-11-22T10:00:00Z,"['TRON', 'Ark']"
"Drug cartels use cryptocurrency Tether to launder money, court documents reveal","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/1a989f2b26e8d4ea8644c0804f29a15a.jpg","Tether (USDT), currently the third-largest cryptocurrency by market capitalization, has been under intense scrutiny for several months due to federal investigations into its alleged role in facilitating cross-border money laundering. Now, a recent report by 4…",2024-11-25T19:10:00Z,"['Ark', 'Ren', 'MON']"
The Dow jumped more than 500 points after Nvidia’s big earnings,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/04ec18d7afb4bd98af2c44152db30ee5.jpg","The Dow surged by over 570 points Thursday afternoon, buoyed by strong earnings from Nvidia (NVDA), which briefly hit a 52-week high of $152.89 per share earlier in the day. Meanwhile, shares of Super Micro Computer (SMCI) rose over 14% after Nvidia mentioned…",2024-11-21T18:42:00Z,"['TRON', 'DIA']"
"Bitcoin nears $100,000 as inflows boost Bitcoin ETFs","https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/07d4363d3516471c8895c14605b4da57.jpg","Bitcoin came within striking distance of the historic $100,000 mark, reaching $99,645 on November 22. However, the cryptocurrency has since shown signs of hesitation, struggling to push past this milestone. Read more...",2024-12-02T18:52:00Z,"['Bitcoin', 'Flow', 'Ark', 'Ren', 'Kin']"
MicroStrategy Is Halfway Through Share Sales to Buy Bitcoin,https://s.yimg.com/ny/api/res/1.2/7xoYKDqFirQl1Cj2Si.6Jg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_technology_68/0fe2a454e91ed2fad59638ab2555b88c,"(Bloomberg) -- Just over a month after announcing plans to raise $21 billion through stock sales to help fund additional purchases of Bitcoin, MicroStrategy ...",2024-12-02T18:57:44Z,"['Bitcoin', 'JUST', 'MON']"
"After Nvidia earnings, is the AI trend still investors’ friend?",https://s.yimg.com/ny/api/res/1.2/RfFEv3uCzWr5eLd65o_meQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-08/d5abddc0-6b79-11ef-afef-884f4c5e5de3,"When it comes to investing, AI is very much about the potential. Recent earnings illustrate why.",2024-11-24T15:00:35Z,"['DIA', 'WHY', 'Ren']"
"Bitcoin nears $100,000 as investors bet on crypto-friendly Trump policies",https://www.aljazeera.com/wp-content/uploads/2024/11/AP24326293439304-1732238394.jpg?resize=1920%2C1440,"World's popular digital currency rises as high as $99,073 on expectations Trump will ease legal and regulatory hurdles.",2024-11-22T02:45:09Z,"['Bitcoin', 'Ren']"
US SEC chair Gensler to step down upon Trump takeover,https://www.aljazeera.com/wp-content/uploads/2023/01/AP21257561136545.jpg?resize=1920%2C1440,US President-elect Donald Trump had said he would remove Gary Gensler as Securities and Exchange Commission chair.,2024-11-21T19:33:55Z,['Dent']
"BITCOIN FLIRTS WITH $100,000...",https://media.zenfs.com/en/bloomberg_markets_842/179b65da1592737953c018131c86d724,"(Bloomberg) -- Bitcoin flirted with a run toward the landmark $100,000 level, buoyed by expectations of friendly US regulations and expanding investor...",2024-11-22T12:28:37Z,"['Bitcoin', 'Ark']"
