id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
1,Bitcoin,BTC,bitcoin,11818,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19790568.0,19790568.0,False,,1,,,,2024-12-04T05:14:00.000Z,"{'USD': {'price': 96135.45490749259, 'volume_24h': 69015752373.5936, 'volume_change_24h': 1.3632, 'percent_change_1h': 0.29678219, 'percent_change_24h': 0.18335003, 'percent_change_7d': 3.99026333, 'percent_change_30d': 39.18649592, 'percent_change_60d': 54.82572499, 'percent_change_90d': 68.21389083, 'market_cap': 1902575257557.6658, 'market_cap_dominance': 53.8836, 'fully_diluted_market_cap': 2018844553057.34, 'tvl': None, 'last_updated': '2024-12-04T05:14:00.000Z'}}"
1027,Ethereum,ETH,ethereum,9627,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120441990.11961582,120441990.11961582,True,,2,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 3676.163336432631, 'volume_24h': 43254063915.9343, 'volume_change_24h': -1.3598, 'percent_change_1h': 0.20265294, 'percent_change_24h': 0.75590346, 'percent_change_7d': 8.54725516, 'percent_change_30d': 48.86920929, 'percent_change_60d': 52.446511, 'percent_change_90d': 52.55694745, 'market_cap': 442764428244.7128, 'market_cap_dominance': 12.5399, 'fully_diluted_market_cap': 442764428244.71, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
52,XRP,XRP,xrp,1460,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,57051491087.0,99986947886.0,False,,3,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 2.5829418934020234, 'volume_24h': 42155778081.21566, 'volume_change_24h': -5.5743, 'percent_change_1h': 1.07768723, 'percent_change_24h': -4.77495415, 'percent_change_7d': 89.74755095, 'percent_change_30d': 411.02294144, 'percent_change_60d': 386.11159009, 'percent_change_90d': 367.01224986, 'market_cap': 147360686409.66443, 'market_cap_dominance': 4.1735, 'fully_diluted_market_cap': 258294189340.2, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
825,Tether USDt,USDT,tether,106576,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,134983904742.73035,138194367894.35284,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}",4,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 1.000563122589425, 'volume_24h': 238296943709.58478, 'volume_change_24h': 11.4086, 'percent_change_1h': 0.01257858, 'percent_change_24h': 0.03775694, 'percent_change_7d': 0.09566027, 'percent_change_30d': 0.13314781, 'percent_change_60d': 0.0630294, 'percent_change_90d': 0.07510387, 'market_cap': 135059917228.69975, 'market_cap_dominance': 3.8244, 'fully_diluted_market_cap': 138272188264.65, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
5426,Solana,SOL,solana,802,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,475244172.5596208,589416548.9571812,True,,5,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 239.30865397548155, 'volume_24h': 8827520262.123415, 'volume_change_24h': 30.9949, 'percent_change_1h': 0.77038894, 'percent_change_24h': 5.04286557, 'percent_change_7d': 4.53657608, 'percent_change_30d': 47.20354337, 'percent_change_60d': 67.39541722, 'percent_change_90d': 80.28639026, 'market_cap': 113730043244.93434, 'market_cap_dominance': 3.2204, 'fully_diluted_market_cap': 141052480961.82, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
1839,BNB,BNB,bnb,2293,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144009448.0,144009448.0,False,,6,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 753.6703974871642, 'volume_24h': 5334354736.091409, 'volume_change_24h': 109.6393, 'percent_change_1h': 0.64050642, 'percent_change_24h': 15.45741883, 'percent_change_7d': 22.4554537, 'percent_change_30d': 34.57842693, 'percent_change_60d': 35.27812525, 'percent_change_90d': 49.36330503, 'market_cap': 108535657916.06711, 'market_cap_dominance': 3.0739, 'fully_diluted_market_cap': 108535657916.07, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
74,Dogecoin,DOGE,dogecoin,1116,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147055996383.70523,147055996383.70523,True,,7,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.4161530416721988, 'volume_24h': 9530509574.330015, 'volume_change_24h': -8.7643, 'percent_change_1h': 0.1012954, 'percent_change_24h': -1.53461153, 'percent_change_7d': 7.25337858, 'percent_change_30d': 175.51697058, 'percent_change_60d': 283.1628887, 'percent_change_90d': 329.53492764, 'market_cap': 61197800191.2148, 'market_cap_dominance': 1.7332, 'fully_diluted_market_cap': 61197800191.21, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
2010,Cardano,ADA,cardano,1380,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities']",45000000000.0,35085884197.24636,44994868463.33723,False,,8,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 1.2162866529854273, 'volume_24h': 4611008742.426541, 'volume_change_24h': -25.1429, 'percent_change_1h': 0.15686804, 'percent_change_24h': -5.29046067, 'percent_change_7d': 27.54574685, 'percent_change_30d': 266.31565052, 'percent_change_60d': 245.01712818, 'percent_change_90d': 278.47148156, 'market_cap': 42674492657.30307, 'market_cap_dominance': 1.2086, 'fully_diluted_market_cap': 54732899384.34, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
3408,USDC,USDC,usd-coin,23541,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,40130900730.18125,40130900730.18125,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",9,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 1.0000051890385082, 'volume_24h': 13429794134.483088, 'volume_change_24h': 2.6327, 'percent_change_1h': 0.00472568, 'percent_change_24h': 0.0029911, 'percent_change_7d': -0.00735939, 'percent_change_30d': 0.00486399, 'percent_change_60d': -0.00730304, 'percent_change_90d': 0.01638741, 'market_cap': 40131108970.97051, 'market_cap_dominance': 1.1366, 'fully_diluted_market_cap': 40131108970.97, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
1958,TRON,TRX,tron,1079,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities']",,86290607411.5845,86290624572.95209,True,,10,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.40445496420455784, 'volume_24h': 13905224894.44997, 'volume_change_24h': 532.8166, 'percent_change_1h': 2.31720797, 'percent_change_24h': 76.81563248, 'percent_change_7d': 105.91856258, 'percent_change_30d': 144.58533498, 'percent_change_60d': 160.68486589, 'percent_change_90d': 170.51143581, 'market_cap': 34900664531.841965, 'market_cap_dominance': 0.9884, 'fully_diluted_market_cap': 34900671472.84, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
5805,Avalanche,AVAX,avalanche,814,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409314965.02710813,447651265.02710813,False,,11,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 52.36970502392104, 'volume_24h': 2205051648.717732, 'volume_change_24h': -26.2165, 'percent_change_1h': 0.19739988, 'percent_change_24h': 0.75613856, 'percent_change_7d': 23.21351316, 'percent_change_30d': 121.68692418, 'percent_change_60d': 100.60203376, 'percent_change_90d': 139.43249264, 'market_cap': 21435703980.34621, 'market_cap_dominance': 0.6071, 'fully_diluted_market_cap': 37483549285.28, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
11419,Toncoin,TON,toncoin,628,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2549917310.8134327,5116624840.316085,True,,12,3414166606.0,24373552888.11356,,2024-12-04T05:14:00.000Z,"{'USD': {'price': 7.138946542702363, 'volume_24h': 684904139.0097884, 'volume_change_24h': 45.1958, 'percent_change_1h': 3.37037527, 'percent_change_24h': 6.66278301, 'percent_change_7d': 15.09099, 'percent_change_30d': 46.46265202, 'percent_change_60d': 32.0058834, 'percent_change_90d': 56.35850564, 'market_cap': 18203723370.20846, 'market_cap_dominance': 0.5156, 'fully_diluted_market_cap': 36527311214.08, 'tvl': None, 'last_updated': '2024-12-04T05:14:00.000Z'}}"
5994,Shiba Inu,SHIB,shiba-inu,913,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589256041600608.8,589508849968299.6,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce'}",13,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 3.0014443249370765e-05, 'volume_24h': 3408034768.9881945, 'volume_change_24h': 23.8219, 'percent_change_1h': -0.00975795, 'percent_change_24h': 1.72004035, 'percent_change_7d': 22.92148008, 'percent_change_30d': 77.89641774, 'percent_change_60d': 72.24874083, 'percent_change_90d': 124.14779752, 'market_cap': 17686192019.97033, 'market_cap_dominance': 0.5009, 'fully_diluted_market_cap': 17693779922.38, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
512,Stellar,XLM,stellar,642,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30112883422.66005,50001786911.162926,False,,14,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.5133590469291317, 'volume_24h': 3109646274.9835215, 'volume_change_24h': -37.2983, 'percent_change_1h': 0.25089512, 'percent_change_24h': -7.7690488, 'percent_change_7d': 19.20156378, 'percent_change_30d': 460.69789394, 'percent_change_60d': 456.06184473, 'percent_change_90d': 464.09381473, 'market_cap': 15458721134.144812, 'market_cap_dominance': 0.4377, 'fully_diluted_market_cap': 25668879889.74, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
6636,Polkadot,DOT,polkadot-new,844,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1525218569.169668,1525218569.169668,True,,15,1525218569.3674288,15287039060.473593,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 10.022851391596786, 'volume_24h': 1631622380.443894, 'volume_change_24h': -10.832, 'percent_change_1h': 0.22075526, 'percent_change_24h': 0.29530198, 'percent_change_7d': 25.14762967, 'percent_change_30d': 163.95098672, 'percent_change_60d': 139.02703099, 'percent_change_90d': 148.5142793, 'market_cap': 15287039058.491467, 'market_cap_dominance': 0.433, 'fully_diluted_market_cap': 15287039058.49, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
1975,Chainlink,LINK,chainlink,1886,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",16,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 24.21911083916129, 'volume_24h': 2996699735.363924, 'volume_change_24h': -67.611, 'percent_change_1h': 0.48775708, 'percent_change_24h': -2.19885574, 'percent_change_7d': 37.07114652, 'percent_change_30d': 125.14638961, 'percent_change_60d': 117.27464719, 'percent_change_90d': 137.02377213, 'market_cap': 15181748913.921019, 'market_cap_dominance': 0.43, 'fully_diluted_market_cap': 24219110839.16, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
4642,Hedera,HBAR,hedera,293,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.0,38198864521.028755,50000000000.0,False,,17,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.3308321034249503, 'volume_24h': 5352263270.1142645, 'volume_change_24h': -22.1979, 'percent_change_1h': -0.41878113, 'percent_change_24h': -7.85482341, 'percent_change_7d': 148.72767082, 'percent_change_30d': 668.07893109, 'percent_change_60d': 509.84723193, 'percent_change_90d': 577.02296236, 'market_cap': 12637410697.93665, 'market_cap_dominance': 0.3578, 'fully_diluted_market_cap': 16541605171.25, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
1831,Bitcoin Cash,BCH,bitcoin-cash,953,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",,19797253.125,19797253.125,False,,18,,,,2024-12-04T05:14:00.000Z,"{'USD': {'price': 573.5024840359271, 'volume_24h': 2030844969.7734966, 'volume_change_24h': 51.8134, 'percent_change_1h': 0.12008764, 'percent_change_24h': 5.13966227, 'percent_change_7d': 16.24253452, 'percent_change_30d': 69.76373596, 'percent_change_60d': 77.19901482, 'percent_change_90d': 85.56809356, 'market_cap': 11353773844.27552, 'market_cap_dominance': 0.3216, 'fully_diluted_market_cap': 11353773844.28, 'tvl': None, 'last_updated': '2024-12-04T05:14:00.000Z'}}"
20947,Sui,SUI,sui,439,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2927660018.558888,10000000000.0,False,,19,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 3.6938092906245914, 'volume_24h': 3528341272.231834, 'volume_change_24h': 198.8782, 'percent_change_1h': 0.37507546, 'percent_change_24h': 8.48032251, 'percent_change_7d': 12.29027814, 'percent_change_30d': 95.45976311, 'percent_change_60d': 114.47387159, 'percent_change_90d': 357.65946367, 'market_cap': 10814217776.342983, 'market_cap_dominance': 0.3063, 'fully_diluted_market_cap': 36938092906.25, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
2,Litecoin,LTC,litecoin,1280,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,75266468.30410936,84000000.0,False,,20,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 130.76686557226282, 'volume_24h': 2422033675.0408187, 'volume_change_24h': -33.9796, 'percent_change_1h': 0.87885984, 'percent_change_24h': -0.71834473, 'percent_change_7d': 39.51522263, 'percent_change_30d': 95.05934544, 'percent_change_60d': 100.12698011, 'percent_change_90d': 101.07400958, 'market_cap': 9842360142.822449, 'market_cap_dominance': 0.2788, 'fully_diluted_market_cap': 10984416708.07, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
7083,Uniswap,UNI,uniswap,1137,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,600483073.71,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}",21,,,1.73597633,2024-12-04T05:15:00.000Z,"{'USD': {'price': 15.037949681701905, 'volume_24h': 1109510652.3311856, 'volume_change_24h': -6.1029, 'percent_change_1h': 1.12765003, 'percent_change_24h': 3.88842028, 'percent_change_7d': 31.7371896, 'percent_change_30d': 115.14723426, 'percent_change_60d': 123.32685698, 'percent_change_90d': 137.193528, 'market_cap': 9030034247.164677, 'market_cap_dominance': 0.2557, 'fully_diluted_market_cap': 15037949681.7, 'tvl': 5201703562.71899, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
6535,NEAR Protocol,NEAR,near-protocol,472,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1217906155.0,1223386659.0,False,,22,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 7.389764758014669, 'volume_24h': 1202413785.6130269, 'volume_change_24h': 7.2413, 'percent_change_1h': 0.07912026, 'percent_change_24h': 0.67280793, 'percent_change_7d': 14.0851458, 'percent_change_30d': 101.16402556, 'percent_change_60d': 54.75354544, 'percent_change_90d': 93.15541805, 'market_cap': 9000039982.78815, 'market_cap_dominance': 0.2549, 'fully_diluted_market_cap': 9040539618.1, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
3957,UNUS SED LEO,LEO,unus-sed-leo,53,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924630748.9,985239504.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3'}",23,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 9.60492355157705, 'volume_24h': 2201743.1447362, 'volume_change_24h': 113.8071, 'percent_change_1h': 2.5057519, 'percent_change_24h': 8.73819252, 'percent_change_7d': 20.09758636, 'percent_change_30d': 58.85211131, 'percent_change_60d': 62.59430639, 'percent_change_90d': 64.28123939, 'market_cap': 8881007656.621935, 'market_cap_dominance': 0.2515, 'fully_diluted_market_cap': 9463150115.91, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
24478,Pepe,PEPE,pepe,484,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6982508145454ce325ddbe47a25d4ec3d2311933'}",24,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 2.0520371309840286e-05, 'volume_24h': 3489035956.235225, 'volume_change_24h': -1.6753, 'percent_change_1h': 0.15262451, 'percent_change_24h': 0.05920759, 'percent_change_7d': 12.89403243, 'percent_change_30d': 150.39815346, 'percent_change_60d': 118.95985696, 'percent_change_90d': 183.99577498, 'market_cap': 8632712954.299473, 'market_cap_dominance': 0.2444, 'fully_diluted_market_cap': 8632715006.34, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
21794,Aptos,APT,aptos,443,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,535084329.142488,1129106059.0768142,True,,25,130000000.0,1844105288.30882,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 14.185425294683231, 'volume_24h': 1003665972.4457524, 'volume_change_24h': 47.4394, 'percent_change_1h': -1.18142021, 'percent_change_24h': 1.03681683, 'percent_change_7d': 19.68480906, 'percent_change_30d': 71.03300884, 'percent_change_60d': 55.23165542, 'percent_change_90d': 139.11298074, 'market_cap': 7590398777.406457, 'market_cap_dominance': 0.215, 'fully_diluted_market_cap': 16016849650.81, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
8916,Internet Computer,ICP,internet-computer,305,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'internet-computer-ecosystem', 'layer-1', 'alleged-sec-securities']",,475378893.33752096,526428886.6721628,True,,26,475378988.7936031,7048773587.109712,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 14.827692753097468, 'volume_24h': 513613507.6049537, 'volume_change_24h': 4.0203, 'percent_change_1h': 0.82678229, 'percent_change_24h': 5.24745432, 'percent_change_7d': 33.06828717, 'percent_change_30d': 106.16531603, 'percent_change_60d': 79.2614531, 'percent_change_90d': 100.22471053, 'market_cap': 7048772171.716253, 'market_cap_dominance': 0.1996, 'fully_diluted_market_cap': 7805725787.93, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
3077,VeChain,VET,vechain,311,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.0,80985041177.0,85985041177.0,False,,27,80985041177.0,5897644231.223665,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.07282387148922774, 'volume_24h': 1294503307.8448956, 'volume_change_24h': 51.078, 'percent_change_1h': 2.17991703, 'percent_change_24h': 9.87674433, 'percent_change_7d': 81.50626756, 'percent_change_30d': 267.82931089, 'percent_change_60d': 218.57235622, 'percent_change_90d': 246.54754665, 'market_cap': 5897644231.223665, 'market_cap_dominance': 0.167, 'fully_diluted_market_cap': 6314749748.84, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
28321,POL (ex-MATIC),POL,polygon-ecosystem-token,369,2023-10-30T14:43:57.000Z,[],,8110376165.1928625,10312906621.168447,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x455e53cbb86018ac2b8092fdcd39d8444affc3f6'}",28,62242397.94040099,44392424.339936264,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.7132184139570487, 'volume_24h': 1500189473.6628523, 'volume_change_24h': 62.6045, 'percent_change_1h': -0.0438072, 'percent_change_24h': 1.63846764, 'percent_change_7d': 33.27964665, 'percent_change_30d': 136.66907339, 'percent_change_60d': 85.97853947, 'percent_change_90d': 89.56172202, 'market_cap': 5784469625.1339035, 'market_cap_dominance': 0.1638, 'fully_diluted_market_cap': 7355354903.64, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
4943,Dai,DAI,multi-collateral-dai,3415,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",29,,,,2024-12-04T05:14:00.000Z,"{'USD': {'price': 1.0001585047555175, 'volume_24h': 176266987.98233473, 'volume_change_24h': -40.0461, 'percent_change_1h': 0.01356008, 'percent_change_24h': 0.02421534, 'percent_change_7d': 0.04402508, 'percent_change_30d': 0.03487009, 'percent_change_60d': 0.02556374, 'percent_change_90d': 0.02403914, 'market_cap': 5366233141.338416, 'market_cap_dominance': 0.152, 'fully_diluted_market_cap': 5366233141.34, 'tvl': None, 'last_updated': '2024-12-04T05:14:00.000Z'}}"
