id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
8384,CLV,CLV,clover,114,2021-02-03T00:00:00.000Z,"['ethereum-ecosystem', 'substrate', 'fantom-ecosystem', 'okx-ventures-portfolio', 'bnb-chain']",,1000000000.0,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x80C62FE4487E1351b47Ba49809EBD60ED085bf52'}",561,120000000.0,9750110.14658049,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.08125091788817075, 'volume_24h': 25345122.46661715, 'volume_change_24h': -12.216, 'percent_change_1h': 0.02947464, 'percent_change_24h': 0.04321002, 'percent_change_7d': -6.4697727, 'percent_change_30d': 210.5004028, 'percent_change_60d': 133.04350215, 'percent_change_90d': 109.28623959, 'market_cap': 81250917.88817075, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 81250917.89, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
10188,Automata Network,ATA,automata-network,112,2021-06-01T00:00:00.000Z,"['ethereum-ecosystem', 'polkadot-ecosystem', 'binance-launchpool', 'rollups', 'jump-crypto', 'eigenlayer-ecosystem']",,562600979.25,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa2120b9e674d3fc3875f415a7df52e382f141225'}",562,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.14418584717069294, 'volume_24h': 12469415.07825356, 'volume_change_24h': 69.0631, 'percent_change_1h': 0.86499087, 'percent_change_24h': 9.05213047, 'percent_change_7d': 31.66358306, 'percent_change_30d': 93.71534747, 'percent_change_60d': 85.44393243, 'percent_change_90d': 88.94576014, 'market_cap': 81119098.81222269, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 144185847.17, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
10442,Decentralized Social,DESO,deso,19,2021-06-15T00:00:00.000Z,"['communications-social-media', 'arrington-xrp-capital-portfolio']",10808492.0,8884536.0,10808492.0,False,,563,10532253.0,96015459.39024696,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 9.116326714734916, 'volume_24h': 915916.63215564, 'volume_change_24h': 10.3912, 'percent_change_1h': 1.47395721, 'percent_change_24h': 12.06660999, 'percent_change_7d': 33.22953968, 'percent_change_30d': 191.41242629, 'percent_change_60d': 39.99639057, 'percent_change_90d': 50.73516973, 'market_cap': 80994332.88482408, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 98533744.37, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
16360,Gearbox Protocol,GEAR,gearbox-protocol,42,2021-12-22T03:22:05.000Z,['egirl-capital-portfolio'],10000000000.0,10000000000.0,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xba3335588d9403515223f109edc4eb7269a9ab5d'}",564,10000000000.0,80431002.9472762,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.00804310029472762, 'volume_24h': 1332772.14532349, 'volume_change_24h': -23.7187, 'percent_change_1h': 0.45374904, 'percent_change_24h': 1.02975604, 'percent_change_7d': 34.33260811, 'percent_change_30d': 107.99464911, 'percent_change_60d': 23.10862143, 'percent_change_90d': 65.87519064, 'market_cap': 80431002.9472762, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 80431002.95, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
7878,MobileCoin,MOB,mobilecoin,37,2020-12-07T00:00:00.000Z,"['privacy', 'payments', 'arrington-xrp-capital-portfolio']",,198467308.0,250000000.0,False,,565,74218324.0,30060874.962320015,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.40503306113891785, 'volume_24h': 187865.72190178, 'volume_change_24h': 27.5052, 'percent_change_1h': -0.05020613, 'percent_change_24h': 0.72693053, 'percent_change_7d': 1.09899761, 'percent_change_30d': 17.30399638, 'percent_change_60d': -40.69725617, 'percent_change_90d': -13.01823681, 'market_cap': 80385821.29524045, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 101258265.28, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
23195,Access Protocol,ACS,access-protocol,35,2023-02-15T17:14:44.000Z,[],,37805379599.11586,88124249030.36787,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': '5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y'}",566,25000000000.0,52930689.32478178,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.0021172275729912714, 'volume_24h': 3708270.99412077, 'volume_change_24h': 2.3949, 'percent_change_1h': -0.98621317, 'percent_change_24h': 5.10639164, 'percent_change_7d': 17.71075969, 'percent_change_30d': 53.61098466, 'percent_change_60d': 38.87494943, 'percent_change_90d': 41.66458098, 'market_cap': 80042592.09464979, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 186579089.9, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
30912,MANEKI,MANEKI,maneki-coin,122,2024-04-25T07:28:11.000Z,"['memes', 'solana-ecosystem', 'cat-themed']",8858766369.0,8858766369.0,8858766369.0,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': '25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ'}",567,8888887212.0,79929300.65867122,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.008992048020450371, 'volume_24h': 21958810.89121198, 'volume_change_24h': 3.2857, 'percent_change_1h': 1.05057381, 'percent_change_24h': 4.21762098, 'percent_change_7d': -5.06988085, 'percent_change_30d': 71.04060613, 'percent_change_60d': 88.62993869, 'percent_change_90d': 83.67556514, 'market_cap': 79658452.59199877, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 79658452.59, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
21473,Dione Protocol,DIONE,dione-protocol,21,2022-08-19T09:58:46.000Z,"['energy', 'layer-1', 'paal-ecosystem', 'depin']",,10145441353.452755,13433600526.0,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x65278f702019078E9Ab196C0Da0A6eE55E7248B7'}",568,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.007843293333432685, 'volume_24h': 1206881.22644728, 'volume_change_24h': 11.4091, 'percent_change_1h': 0.16510875, 'percent_change_24h': 9.58937796, 'percent_change_7d': 30.78251884, 'percent_change_30d': 2698.85630887, 'percent_change_60d': -11.60878488, 'percent_change_90d': 40.02555859, 'market_cap': 79573672.53226827, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 105363669.45, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
21964,Tectum,TET,tectum,33,2022-09-27T12:42:35.000Z,['layer-1'],10000000.0,7798861.4803154,10000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a'}",569,7798861.4803154,79555117.62891576,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 10.200863014391993, 'volume_24h': 2121459.27899397, 'volume_change_24h': 7.6718, 'percent_change_1h': -0.09797692, 'percent_change_24h': 0.4950117, 'percent_change_7d': 28.28482153, 'percent_change_30d': 26.59738311, 'percent_change_60d': -19.61076394, 'percent_change_90d': 46.81478441, 'market_cap': 79555117.62891576, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 102008630.14, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
18679,Onyxcoin,XCN,onyxcoin,92,2022-03-09T16:10:43.000Z,[],48402437326.0,30790293735.0,48402437326.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xA2cd3D43c775978A96BdBf12d733D5A1ED94fb18'}",570,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.002570711415349539, 'volume_24h': 34462192.95674165, 'volume_change_24h': 476.5037, 'percent_change_1h': 1.76243451, 'percent_change_24h': 18.68019822, 'percent_change_7d': 39.07379476, 'percent_change_30d': 112.23655617, 'percent_change_60d': 102.67067204, 'percent_change_90d': 101.82901027, 'market_cap': 79152959.5865299, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 124428698.16, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
3600,Hippocrat,HPO,hippocrat,15,2018-11-08T00:00:00.000Z,['desci'],,1034734273.38,1084734273.38,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfE39C384D702914127a005523f9915ADDB9bd59b'}",571,112500000.0,8606668.628727429,,2024-12-04T05:14:00.000Z,"{'USD': {'price': 0.07650372114424381, 'volume_24h': 9167294.18305346, 'volume_change_24h': 125.4261, 'percent_change_1h': 1.19711736, 'percent_change_24h': 1.88419181, 'percent_change_7d': 3.6922608, 'percent_change_30d': 57.93945009, 'percent_change_60d': 41.17336203, 'percent_change_90d': 53.72079531, 'market_cap': 79161022.30905525, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 82986208.37, 'tvl': None, 'last_updated': '2024-12-04T05:14:00.000Z'}}"
7817,Bifrost,BFC,bifrost,20,2020-11-30T00:00:00.000Z,"['platform', 'interoperability', 'avalanche-ecosystem', 'exnetwork-capital-portfolio', 'vbc-ventures-portfolio', 'dwf-labs-portfolio']",,1386638564.0,2584913482.0,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c'}",572,1402570072.0,79396915.80630633,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.05660816339328416, 'volume_24h': 11027069.69835921, 'volume_change_24h': 22.4565, 'percent_change_1h': 4.87250212, 'percent_change_24h': 8.93270954, 'percent_change_7d': 22.14387084, 'percent_change_30d': 49.20791406, 'percent_change_60d': 46.9749977, 'percent_change_90d': 48.59110852, 'market_cap': 78495062.39834091, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 146327204.75, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
20561,MESSIER,M87,messier,9,2022-06-11T16:42:39.000Z,['defi'],884846293944.0,884846293944.0,884846293944.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x80122c6a83c8202ea365233363d3f4837d13e888'}",573,884846293945.0,78524388.2597004,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 8.87435352298388e-05, 'volume_24h': 1385040.44945215, 'volume_change_24h': 16.0491, 'percent_change_1h': -0.71043699, 'percent_change_24h': 6.65826858, 'percent_change_7d': 1.6847897, 'percent_change_30d': 428.90496153, 'percent_change_60d': 291.61832841, 'percent_change_90d': 1591.61242312, 'market_cap': 78524388.25961167, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 78524388.26, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
1808,OMG Network,OMG,omg,395,2017-07-14T00:00:00.000Z,"['medium-of-exchange', 'payments', 'scaling', 'state-channel', 'pantera-capital-portfolio', 'alleged-sec-securities']",140245399.0,140245398.24513277,140245398.24513277,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd26114cd6ee289accf82350c8d8487fedb8a0c07'}",574,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.5575312162564485, 'volume_24h': 21328823.74538443, 'volume_change_24h': 31.6393, 'percent_change_1h': -1.00350727, 'percent_change_24h': 4.11700991, 'percent_change_7d': 50.96367151, 'percent_change_30d': 155.20281393, 'percent_change_60d': 117.46368494, 'percent_change_90d': 168.81443819, 'market_cap': 78191187.45797887, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 78191187.88, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
5877,RARI,RARI,rarible,81,2020-07-20T00:00:00.000Z,"['collectibles-nfts', 'dao', 'coinbase-ventures-portfolio', 'governance', 'coinfund-portfolio']",,24712053.00395323,25000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfca59cd816ab1ead66534d82bc21e7515ce441cf'}",575,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 3.154569615352285, 'volume_24h': 24500864.53659805, 'volume_change_24h': 1205.3999, 'percent_change_1h': -2.51856155, 'percent_change_24h': 43.50852979, 'percent_change_7d': 64.29089599, 'percent_change_30d': 111.9260977, 'percent_change_60d': 58.10547874, 'percent_change_90d': 98.20988787, 'market_cap': 77955891.53924602, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 78864240.38, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
19819,REI Network,REI,rei-network,52,2022-04-27T14:07:00.000Z,[],,950000000.0,1000000000.0,False,,576,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.08182652441675455, 'volume_24h': 19357609.72270172, 'volume_change_24h': 49.5963, 'percent_change_1h': -0.28080947, 'percent_change_24h': 7.27013858, 'percent_change_7d': 29.34594549, 'percent_change_30d': 66.59124344, 'percent_change_60d': 47.272618, 'percent_change_90d': 63.89053929, 'market_cap': 77735198.19591682, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 81826524.42, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
32461,Neiro Ethereum,NEIRO,neiro-eth,89,2024-07-29T10:41:21.000Z,"['memes', 'doggone-doggerel']",1000000000.0,1000000000.0,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xee2a03aa6dacf51c18679c516ad5283d8e7c2637'}",577,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.07760464349447745, 'volume_24h': 16551089.93662291, 'volume_change_24h': -0.608, 'percent_change_1h': 0.1981506, 'percent_change_24h': 2.47381445, 'percent_change_7d': 7.3295749, 'percent_change_30d': -8.26145716, 'percent_change_60d': 29.16607661, 'percent_change_90d': 24.60915693, 'market_cap': 77604643.49447745, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 77604643.49, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
25023,Milady Meme Coin,LADYS,milady-meme-coin,74,2023-05-08T02:42:20.000Z,['memes'],888000888000888.0,734366023232083.0,888000888000888.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x12970e6868f88f6557b76120662c1b3e50a646bf'}",578,888000888000888.0,93573649.51958114,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 1.053756260652383e-07, 'volume_24h': 8795603.53362923, 'volume_change_24h': 5.168, 'percent_change_1h': 0.96363761, 'percent_change_24h': 3.20016529, 'percent_change_7d': 8.49186235, 'percent_change_30d': 54.16854626, 'percent_change_60d': 35.91284783, 'percent_change_90d': 28.72320311, 'market_cap': 77384279.45912008, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 93573649.52, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
8615,Ethernity Chain,ERN,ethernity-chain,90,2021-02-28T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'layer-2', 'metaverse', 'polkastarter']",30000000.0,23564901.89673027,30000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbbc2ae13b23d715c30720f079fcd9b4a74093505'}",579,,,11.76781408,2024-12-04T05:15:00.000Z,"{'USD': {'price': 3.2814671878170816, 'volume_24h': 17673038.11170775, 'volume_change_24h': 74.765, 'percent_change_1h': 1.81261173, 'percent_change_24h': 9.09687892, 'percent_change_7d': 26.13317514, 'percent_change_30d': 65.84563295, 'percent_change_60d': 73.24974642, 'percent_change_90d': 59.42801118, 'market_cap': 77327452.35824889, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 98444015.63, 'tvl': 6571097.38601, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
33464,MemeFi,MEMEFI,meme-fi,39,2024-11-22T18:05:59.000Z,"['gaming', 'sui-ecosystem', 'telegram-bot', 'tap-to-earn']",10000000000.0,10000000000.0,10000000000.0,False,"{'id': 20947, 'name': 'Sui Network', 'symbol': 'SUI', 'slug': 'sui', 'token_address': '0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI'}",580,10000000000.0,77239385.74381387,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.007723938574381388, 'volume_24h': 184750433.16108662, 'volume_change_24h': 31.7234, 'percent_change_1h': 0.42862575, 'percent_change_24h': 0.83289757, 'percent_change_7d': -26.89095487, 'percent_change_30d': 23.80199017, 'percent_change_60d': 23.80199017, 'percent_change_90d': 23.80199017, 'market_cap': 77239385.74381387, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 77239385.74, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
8422,Pangolin,PNG,pangolin,118,2021-02-10T00:00:00.000Z,"['decentralized-exchange-dex-token', 'avalanche-ecosystem', 'olympus-pro-ecosystem']",230000000.0,218373971.0,230000000.0,False,"{'id': 5805, 'name': 'Avalanche C-Chain', 'symbol': 'AVAX', 'slug': 'avalanche', 'token_address': '0x60781c2586d68229fde47564546784ab3faca982'}",581,218373971.0,77150488.2316002,5.55643817,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.35329525711468696, 'volume_24h': 3939578.9852866, 'volume_change_24h': -13.4896, 'percent_change_1h': -0.21926476, 'percent_change_24h': -1.79630357, 'percent_change_7d': 39.79714509, 'percent_change_30d': 62.34314529, 'percent_change_60d': 38.35685599, 'percent_change_90d': 28.14996119, 'market_cap': 77150488.2316002, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 81257909.14, 'tvl': 13884881.97472, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
33543,Luna by Virtuals,LUNA,luna-by-virtuals,23,2024-10-21T06:40:11.000Z,"['ai-memes', 'virtuals-protocol-ecosystem']",1000000000.0,1000000000.0,1000000000.0,False,"{'id': 27716, 'name': 'Base', 'symbol': 'TBA', 'slug': 'base', 'token_address': '0x55cD6469F597452B5A7536e2CD98fDE4c1247ee4'}",582,1000000000.0,77141231.29927254,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.07714123129927254, 'volume_24h': 2136159.1118468, 'volume_change_24h': -10.1728, 'percent_change_1h': -1.02182417, 'percent_change_24h': 22.38031656, 'percent_change_7d': 10.42526762, 'percent_change_30d': -29.82078365, 'percent_change_60d': 644.17869962, 'percent_change_90d': 644.17869962, 'market_cap': 77141231.29927254, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 77141231.3, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
34089,Rifampicin,$RIF,rifampicin,31,2024-11-20T04:16:52.000Z,"['solana-ecosystem', 'desci', 'pump-fun-ecosystem']",1000000000.0,999651563.738663,999651563.738663,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'GJtJuWD9qYcCkrwMBmtY1tpapV1sKfB2zUv9Q4aqpump'}",583,999655338.05,76890682.66344798,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.076917193093208, 'volume_24h': 67670433.44395903, 'volume_change_24h': 31.7814, 'percent_change_1h': 0.80616845, 'percent_change_24h': 1.23558974, 'percent_change_7d': 14.28299209, 'percent_change_30d': -35.53820454, 'percent_change_60d': -35.53820454, 'percent_change_90d': -35.53820454, 'market_cap': 76890392.35401407, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 76917193.09, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
4038,MovieBloc,MBL,moviebloc,61,2019-06-21T00:00:00.000Z,"['media', 'content-creation', 'video', 'dwf-labs-portfolio']",30000000000.0,18048553881.0,30000000000.0,False,"{'id': 2566, 'name': 'ONT', 'symbol': 'ONT', 'slug': 'ontology', 'token_address': 'e5a49d7fd57e7178e189d3965d1ee64368a1036d'}",584,18048553881.0,76061006.10088086,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.004214243789412485, 'volume_24h': 19989999.20778565, 'volume_change_24h': 72.9963, 'percent_change_1h': 0.25019486, 'percent_change_24h': 1.97307907, 'percent_change_7d': -0.54860384, 'percent_change_30d': 76.04094021, 'percent_change_60d': 56.52131966, 'percent_change_90d': 71.35113934, 'market_cap': 76061006.10088086, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 126427313.68, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
22059,Venom,VENOM,venom,27,2022-10-04T05:33:38.000Z,"['defi', 'dao']",8000000000.0,988919270.0,7252796637.364407,False,,585,1836000000.0,140896265.5421236,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.07674088537152701, 'volume_24h': 4512344.58977925, 'volume_change_24h': 3.7784, 'percent_change_1h': -0.17259181, 'percent_change_24h': 0.33789354, 'percent_change_7d': 15.52968341, 'percent_change_30d': 1.92319117, 'percent_change_60d': -8.12886202, 'percent_change_90d': -41.65198089, 'market_cap': 75890540.34076416, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 613927082.97, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
6833,Litentry,LIT,litentry,105,2020-09-01T00:00:00.000Z,"['defi', 'dapp', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'binance-launchpool', 'web3', 'injective-ecosystem', 'dwf-labs-portfolio']",100000000.0,66447411.0,100000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb59490ab09a0f526cc7305822ac65f2ab12f9723'}",586,45166534.0,51380605.36439266,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 1.137581319930209, 'volume_24h': 14803851.67305612, 'volume_change_24h': 28.0728, 'percent_change_1h': 0.53288072, 'percent_change_24h': 6.06172152, 'percent_change_7d': 30.68846514, 'percent_change_30d': 102.57632119, 'percent_change_60d': 82.16339563, 'percent_change_90d': 85.45160849, 'market_cap': 75589333.51132509, 'market_cap_dominance': 0.0021, 'fully_diluted_market_cap': 113758131.99, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
16868,Shadow Token,SHDW,genesysgo-shadow,90,2022-01-05T07:07:33.000Z,"['distributed-computing', 'storage', 'solana-ecosystem', 'depin']",,161712233.560732,169058196.0,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y'}",587,161712233.57346725,75575408.56873828,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.46734502949279794, 'volume_24h': 1076401.53705999, 'volume_change_24h': 36.4949, 'percent_change_1h': 0.69579376, 'percent_change_24h': -2.98330276, 'percent_change_7d': 23.54181941, 'percent_change_30d': 70.4109732, 'percent_change_60d': 37.23686677, 'percent_change_90d': 26.23026575, 'market_cap': 75575408.56278653, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 79008507.6, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
22074,ALEX Lab,ALEX,alex-lab,18,2022-10-05T18:46:29.000Z,"['bitcoin-ecosystem', 'dwf-labs-portfolio']",1000000000.0,606489877.3,606489877.3,False,"{'id': 4847, 'name': 'Stacks', 'symbol': 'STX', 'slug': 'stacks', 'token_address': 'SP3K8BC0PPEVCV7NZ6QSRWPQ2JE9E5B6N3PA0KBR9.age000-governance-token'}",588,378144098.0,47081254.229853496,,2024-12-04T05:14:00.000Z,"{'USD': {'price': 0.12450611943665321, 'volume_24h': 5565855.04238122, 'volume_change_24h': 16.4981, 'percent_change_1h': 0.60076747, 'percent_change_24h': -2.38051163, 'percent_change_7d': 33.42056927, 'percent_change_30d': 48.78945882, 'percent_change_60d': 30.97371929, 'percent_change_90d': 35.61311059, 'market_cap': 75511701.10023494, 'market_cap_dominance': 0.0021, 'fully_diluted_market_cap': 124506119.44, 'tvl': None, 'last_updated': '2024-12-04T05:14:00.000Z'}}"
25269,BOBO,BOBO,bobo-coin,40,2023-05-14T23:20:45.000Z,['memes'],69000000000000.0,66134444313649.0,66484444313649.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb90b2a35c65dbc466b04240097ca756ad2005295'}",589,,,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 1.1404245968705883e-06, 'volume_24h': 2394080.5283206, 'volume_change_24h': -18.1415, 'percent_change_1h': 0.38992443, 'percent_change_24h': -4.33371414, 'percent_change_7d': -10.31657221, 'percent_change_30d': 40.49007192, 'percent_change_60d': 13.35193684, 'percent_change_90d': 127.92605197, 'market_cap': 75421346.99565352, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 78689297.18, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
3816,Verasity,VRA,verasity,137,2019-04-03T00:00:00.000Z,"['ai-big-data', 'collectibles-nfts', 'gaming', 'entertainment', 'payments', 'staking', 'video', 'metaverse']",100249906818.0,9844270142.0,96844270142.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf411903cbc70a74d22900a5de66a2dda66507255'}",590,9844270142.0,74753825.68987334,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 0.007593638188669827, 'volume_24h': 33045608.95881695, 'volume_change_24h': -7.2288, 'percent_change_1h': -1.70943346, 'percent_change_24h': 0.3034447, 'percent_change_7d': 38.84628379, 'percent_change_30d': 215.3464926, 'percent_change_60d': 142.50286646, 'percent_change_90d': 194.0521046, 'market_cap': 74753825.68987334, 'market_cap_dominance': 0.0021, 'fully_diluted_market_cap': 761261520.82, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
33553,insurance,INSURANCE,insurance,7,2024-10-22T04:11:08.000Z,['binance-smart-chain'],100000000.0,18700000.0,98000000.0,False,"{'id': 1839, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x64E4fea6e4F3637025c7Bcd878E2B238B01f7D4e'}",591,18700000.0,74074368.17250377,,2024-12-04T05:15:00.000Z,"{'USD': {'price': 3.961196158957421, 'volume_24h': 43622.74370266, 'volume_change_24h': 388.675, 'percent_change_1h': 0.0511676, 'percent_change_24h': 12.17650939, 'percent_change_7d': 24.19654757, 'percent_change_30d': 72.88750307, 'percent_change_60d': 127.72263147, 'percent_change_90d': 127.72263147, 'market_cap': 74074368.17250377, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 396119615.9, 'tvl': None, 'last_updated': '2024-12-04T05:15:00.000Z'}}"
