title,thumbnail,description,publishedAt,tags
Why Black Male Voters Are Drifting Toward Trump,https://cdn.theatlantic.com/thumbor/YSUerD8VWX80bJbKuA0-LF0rAZw=/0x43:2000x1085/1200x625/media/img/mt/2024/10/harper_harris_campaign/original.jpg,There’s a widening mismatch between the worldview of many Black men and that of the Democratic Party.,2024-11-01T11:00:00Z,[]
EmailBTC – A new way to send and receive Bitcoin using only email addresses,https://emailbtc.net/og-image.jpg,"No seed phrases. No KYC. No recipient EmailBTC account needed. Just seamless, non-custodial, open-source simplicity. Send to friends who've never touched crypto with just their email address.",2024-10-18T10:54:50Z,['Bitcoin']
Subvert – The Collectively Owned Music Marketplace,https://subvert.fm/content/images/size/w1200/2024/10/xcard.png,"A music platform owned by us all. Join Subvert to sell your work, support artists, and shape our shared future. Sincerely Ours.",2024-10-18T16:17:59Z,[]
"NetGuard – rootless Android outbound per-app OSS firewall, like LittleSnitch",https://raw.githubusercontent.com/M66B/NetGuard/master/screenshots/101-main.png,A simple way to block access to the internet per app,2024-10-24T01:31:16Z,[]
AI Winter Is Coming,https://leehanchung.github.io/assets/img/2024-09-20/0-intro.png,"The AI and machine learning space is dominated by hype over substance, with flashy papers and influencers overshadowing real innovation. This post dives into...",2024-10-11T17:45:41Z,[]
10-Year Narratives,https://splits.ghost.io/content/images/2024/10/building-2.jpg,What is changing now that will still be changing in ten years? Anchor your strategy on that.,2024-10-08T19:41:45Z,[]
The sins of the 90s: Questioning a puzzling claim about mass surveillance,,Comments,2024-10-28T15:34:54Z,[]
Matrix 2.0 Is Here,https://matrix.org/blog/img/matrix-2.0.jpg,"Matrix, the open protocol for secure decentralised communications",2024-11-03T11:09:08Z,[]
$2 H100s: How the GPU Rental Bubble Burst,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F8f05a21e-05b3-4691-a2bb-44547e0acd7e_1074x1268.png",H100s used to be $8/hr if you could get them. Now there's 7 different places sometimes selling them under $2. What happened?,2024-10-11T02:19:42Z,[]
Almost Secure (2011),,Comments,2024-10-31T08:29:40Z,[]
Did DORA's last update create an encryption loophole?,https://cdn.sanity.io/images/r000fwn3/production/7a280e1f1a93a077949fcb4ceb01cffefbc4ac0b-1895x1065.png?auto=format,Unravel DORA’s encryption mandates and explore the evolving standards to ensure your company meets compliance by the 2025 deadline,2024-10-23T14:10:20Z,[]
The AI Investment Boom,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F5612c0b3-6bf4-44ba-b573-95ac968f3d4b_2886x1843.png","AI Demand is Driving Skyrocketing US Investment in Computers, Data Centers, and Other Physical Infrastructure",2024-10-20T14:56:32Z,[]
How I write code using Cursor: A review,,"A personal review of Cursor, an LLM-powered coding tool.",2024-10-29T03:50:23Z,[]
The Future of Big Iron: An Interview with IBM’s Christian Jacobi,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fd035f91b-2370-4571-84fc-72861edb550b_2711x1487.png",An Interview with IBM’s Christian Jacobi,2024-10-15T09:13:07Z,[]
